# %ECSV 1.0
# ---
# datatype:
# - {name: PROGRAM, datatype: string}
# - {name: CAP, datatype: string}
# - {name: RA, datatype: float64}
# - {name: DEC, datatype: float64}
# meta: !!omap
# - {CREADATE: '2024-08-14T14:04:13-07:00'}
# - {VERSION: v20240814}
# - {DESIFN: /global/cfs/cdirs/desi/survey/ops/surveyops/trunk/ops/tiles-main.ecsv}
# - {DESI1BFN: /global/cfs/cdirs/desi/users/raichoor/desi1b/tiles-add-dr11-20240520.ecsv}
# - {PROGRAMS: 'BRIGHT,DARK'}
# - {NPASSES: '6,9'}
# schema: astropy-2.0
PROGRAM CAP RA DEC
BRIGHT SGC 73.037 -0.41
BRIGHT SGC 73.037 -0.56
BRIGHT SGC 72.993 -0.821
BRIGHT SGC 73.081 -0.895
BRIGHT SGC 73.125 -0.933
BRIGHT SGC 73.213 -1.007
BRIGHT SGC 73.257 -1.045
BRIGHT SGC 73.345 -1.119
BRIGHT SGC 73.389 -1.156
BRIGHT SGC 73.477 -1.231
BRIGHT SGC 73.564 -1.306
BRIGHT SGC 73.608 -1.343
BRIGHT SGC 73.652 -1.455
BRIGHT SGC 73.74 -1.53
BRIGHT SGC 73.784 -1.642
BRIGHT SGC 73.784 -1.716
BRIGHT SGC 73.828 -1.753
BRIGHT SGC 73.872 -1.865
BRIGHT SGC 73.916 -1.977
BRIGHT SGC 73.916 -2.127
BRIGHT SGC 73.96 -2.239
BRIGHT SGC 73.96 -2.313
BRIGHT SGC 73.96 -2.463
BRIGHT SGC 73.96 -2.612
BRIGHT SGC 74.048 -2.612
BRIGHT SGC 74.18 -2.649
BRIGHT SGC 74.268 -2.649
BRIGHT SGC 74.399 -2.687
BRIGHT SGC 74.443 -2.724
BRIGHT SGC 74.575 -2.761
BRIGHT SGC 74.663 -2.836
BRIGHT SGC 74.707 -2.873
BRIGHT SGC 74.795 -2.948
BRIGHT SGC 74.839 -2.986
BRIGHT SGC 74.927 -3.06
BRIGHT SGC 74.971 -3.098
BRIGHT SGC 75.059 -3.172
BRIGHT SGC 75.146 -3.247
BRIGHT SGC 75.19 -3.284
BRIGHT SGC 75.234 -3.396
BRIGHT SGC 75.278 -3.434
BRIGHT SGC 75.322 -3.546
BRIGHT SGC 75.322 -3.621
BRIGHT SGC 75.366 -3.658
BRIGHT SGC 75.41 -3.77
BRIGHT SGC 75.454 -3.882
BRIGHT SGC 75.454 -3.957
BRIGHT SGC 75.454 -4.107
BRIGHT SGC 75.498 -4.219
BRIGHT SGC 75.498 -4.294
BRIGHT SGC 75.542 -4.331
BRIGHT SGC 76.333 -3.957
BRIGHT SGC 76.597 -3.882
BRIGHT SGC 76.816 -3.845
BRIGHT SGC 76.992 -3.845
BRIGHT SGC 77.08 -3.845
BRIGHT SGC 77.212 -3.882
BRIGHT SGC 77.344 -3.92
BRIGHT SGC 77.476 -3.957
BRIGHT SGC 77.607 -3.995
BRIGHT SGC 77.695 -4.069
BRIGHT SGC 77.827 -4.107
BRIGHT SGC 77.915 -4.182
BRIGHT SGC 77.959 -4.219
BRIGHT SGC 78.047 -4.294
BRIGHT SGC 78.135 -4.369
BRIGHT SGC 78.179 -4.406
BRIGHT SGC 78.267 -4.556
BRIGHT SGC 78.354 -4.63
BRIGHT SGC 78.354 -4.705
BRIGHT SGC 78.442 -4.78
BRIGHT SGC 78.486 -4.892
BRIGHT SGC 78.486 -4.967
BRIGHT SGC 78.53 -5.005
BRIGHT SGC 78.574 -5.192
BRIGHT SGC 78.574 -5.267
BRIGHT SGC 78.574 -5.342
BRIGHT SGC 78.706 -5.454
BRIGHT SGC 78.97 -5.454
BRIGHT SGC 79.146 -5.454
BRIGHT SGC 79.365 -5.492
BRIGHT SGC 79.497 -5.529
BRIGHT SGC 79.585 -5.604
BRIGHT SGC 79.717 -5.642
BRIGHT SGC 79.805 -5.717
BRIGHT SGC 79.98 -5.792
BRIGHT SGC 80.068 -5.867
BRIGHT SGC 80.112 -5.904
BRIGHT SGC 80.156 -6.017
BRIGHT SGC 80.288 -6.129
BRIGHT SGC 80.332 -6.167
BRIGHT SGC 80.376 -6.279
BRIGHT SGC 80.42 -6.317
BRIGHT SGC 80.508 -6.467
BRIGHT SGC 80.552 -6.58
BRIGHT SGC 80.552 -6.655
BRIGHT SGC 80.596 -6.767
BRIGHT SGC 80.596 -6.843
BRIGHT SGC 80.64 -7.03
BRIGHT SGC 80.64 -7.106
BRIGHT SGC 80.64 -7.181
BRIGHT SGC 80.596 -7.294
BRIGHT SGC 80.596 -7.444
BRIGHT SGC 80.552 -7.557
BRIGHT SGC 80.508 -7.67
BRIGHT SGC 80.464 -7.783
BRIGHT SGC 80.376 -7.933
BRIGHT SGC 80.332 -8.046
BRIGHT SGC 80.156 -8.197
BRIGHT SGC 79.937 -8.386
BRIGHT SGC 80.024 -8.536
BRIGHT SGC 80.112 -8.612
BRIGHT SGC 80.2 -8.687
BRIGHT SGC 80.244 -8.725
BRIGHT SGC 80.332 -8.876
BRIGHT SGC 80.376 -8.914
BRIGHT SGC 80.464 -9.065
BRIGHT SGC 80.464 -9.14
BRIGHT SGC 80.508 -9.178
BRIGHT SGC 80.552 -9.292
BRIGHT SGC 80.552 -9.443
BRIGHT SGC 80.596 -9.481
BRIGHT SGC 80.596 -9.632
BRIGHT SGC 80.596 -9.708
BRIGHT SGC 80.596 -9.859
BRIGHT SGC 81.079 -9.897
BRIGHT SGC 81.255 -9.973
BRIGHT SGC 81.431 -10.048
BRIGHT SGC 81.606 -10.124
BRIGHT SGC 81.694 -10.2
BRIGHT SGC 81.914 -10.314
BRIGHT SGC 81.914 -10.389
BRIGHT SGC 82.046 -10.503
BRIGHT SGC 82.134 -10.579
BRIGHT SGC 82.178 -10.617
BRIGHT SGC 82.266 -10.769
BRIGHT SGC 82.31 -10.883
BRIGHT SGC 82.354 -10.997
BRIGHT SGC 82.397 -11.111
BRIGHT SGC 82.397 -11.187
BRIGHT SGC 82.441 -11.301
BRIGHT SGC 82.441 -11.377
BRIGHT SGC 82.441 -11.529
BRIGHT SGC 82.441 -11.605
BRIGHT SGC 82.441 -11.758
BRIGHT SGC 82.441 -11.834
BRIGHT SGC 82.397 -11.948
BRIGHT SGC 82.354 -12.063
BRIGHT SGC 82.397 -12.177
BRIGHT SGC 83.54 -12.33
BRIGHT SGC 83.804 -12.406
BRIGHT SGC 84.023 -12.521
BRIGHT SGC 84.199 -12.674
BRIGHT SGC 84.419 -12.789
BRIGHT SGC 84.727 -12.903
BRIGHT SGC 84.946 -13.018
BRIGHT SGC 85.078 -13.133
BRIGHT SGC 85.21 -13.248
BRIGHT SGC 85.298 -13.401
BRIGHT SGC 85.386 -13.478
BRIGHT SGC 85.474 -13.632
BRIGHT SGC 85.518 -13.747
BRIGHT SGC 85.562 -13.862
BRIGHT SGC 85.605 -14.054
BRIGHT SGC 85.605 -14.131
BRIGHT SGC 85.649 -14.246
BRIGHT SGC 85.649 -14.4
BRIGHT SGC 85.649 -14.478
BRIGHT SGC 85.605 -14.67
BRIGHT SGC 85.562 -14.786
BRIGHT SGC 85.562 -14.863
BRIGHT SGC 85.518 -14.979
BRIGHT SGC 85.43 -15.133
BRIGHT SGC 85.386 -15.327
BRIGHT SGC 85.562 -15.481
BRIGHT SGC 85.737 -15.636
BRIGHT SGC 85.913 -15.791
BRIGHT SGC 85.957 -15.908
BRIGHT SGC 86.353 -16.102
BRIGHT SGC 86.528 -16.257
BRIGHT SGC 86.704 -16.413
BRIGHT SGC 86.792 -16.568
BRIGHT SGC 86.88 -16.646
BRIGHT SGC 86.968 -16.802
BRIGHT SGC 87.012 -16.997
BRIGHT SGC 87.056 -17.114
BRIGHT SGC 87.1 -17.309
BRIGHT SGC 87.1 -17.387
BRIGHT SGC 87.1 -17.544
BRIGHT SGC 87.1 -17.7
BRIGHT SGC 87.056 -17.818
BRIGHT SGC 87.012 -17.935
BRIGHT SGC 87.012 -18.014
BRIGHT SGC 86.924 -18.171
BRIGHT SGC 87.803 -18.564
BRIGHT SGC 88.154 -18.8
BRIGHT SGC 88.374 -18.997
BRIGHT SGC 88.594 -19.195
BRIGHT SGC 88.682 -19.353
BRIGHT SGC 88.77 -19.511
BRIGHT SGC 88.813 -19.709
BRIGHT SGC 88.857 -19.828
BRIGHT SGC 88.901 -20.026
BRIGHT SGC 88.901 -20.185
BRIGHT SGC 88.857 -20.304
BRIGHT SGC 88.857 -20.463
BRIGHT SGC 88.813 -20.583
BRIGHT SGC 88.77 -20.702
BRIGHT SGC 88.77 -20.942
BRIGHT SGC 88.901 -21.142
BRIGHT SGC 88.945 -21.262
BRIGHT SGC 89.033 -21.502
BRIGHT SGC 89.033 -21.663
BRIGHT SGC 89.429 -21.944
BRIGHT SGC 89.692 -22.185
BRIGHT SGC 89.868 -22.347
BRIGHT SGC 89.956 -22.589
BRIGHT SGC 90.088 -22.791
BRIGHT SGC 90.132 -22.993
BRIGHT SGC 90.132 -23.156
BRIGHT SGC 90.176 -23.277
BRIGHT SGC 90.132 -23.481
BRIGHT SGC 90.088 -23.684
BRIGHT SGC 90.088 -23.766
BRIGHT SGC 90.0 -23.929
BRIGHT SGC 89.912 -24.092
BRIGHT SGC 89.824 -24.174
BRIGHT SGC 89.692 -24.296
BRIGHT SGC 89.561 -24.419
BRIGHT SGC 89.429 -24.542
BRIGHT SGC 89.297 -24.665
BRIGHT SGC 89.033 -24.747
BRIGHT SGC 88.857 -24.83
BRIGHT SGC 88.506 -24.912
BRIGHT SGC 88.022 -24.871
BRIGHT SGC 87.451 -24.83
BRIGHT SGC 87.275 -24.912
BRIGHT SGC 87.012 -24.994
BRIGHT SGC 86.792 -25.035
BRIGHT SGC 86.44 -25.035
BRIGHT SGC 85.43 -24.747
BRIGHT SGC 85.078 -24.747
BRIGHT SGC 84.683 -24.706
BRIGHT SGC 84.199 -24.665
BRIGHT SGC 84.111 -24.747
BRIGHT SGC 83.936 -24.83
BRIGHT SGC 83.716 -24.871
BRIGHT SGC 83.496 -24.912
BRIGHT SGC 83.276 -24.953
BRIGHT SGC 82.881 -24.912
BRIGHT SGC 80.903 -23.969
BRIGHT SGC 80.771 -24.01
BRIGHT SGC 80.508 -24.01
BRIGHT SGC 80.376 -24.051
BRIGHT SGC 80.068 -24.01
BRIGHT SGC 79.893 -24.092
BRIGHT SGC 79.805 -24.256
BRIGHT SGC 79.761 -24.296
BRIGHT SGC 79.673 -24.378
BRIGHT SGC 79.585 -24.46
BRIGHT SGC 79.453 -24.501
BRIGHT SGC 79.365 -24.583
BRIGHT SGC 79.277 -24.665
BRIGHT SGC 79.146 -24.706
BRIGHT SGC 78.97 -24.789
BRIGHT SGC 78.794 -24.789
BRIGHT SGC 78.662 -24.83
BRIGHT SGC 78.486 -24.83
BRIGHT SGC 78.354 -24.871
BRIGHT SGC 78.047 -24.83
BRIGHT SGC 77.783 -24.747
BRIGHT SGC 76.685 -24.051
BRIGHT SGC 76.421 -23.969
BRIGHT SGC 76.333 -24.051
BRIGHT SGC 76.245 -24.133
BRIGHT SGC 76.201 -24.174
BRIGHT SGC 76.113 -24.256
BRIGHT SGC 75.981 -24.296
BRIGHT SGC 75.85 -24.337
BRIGHT SGC 75.762 -24.419
BRIGHT SGC 75.63 -24.46
BRIGHT SGC 75.542 -24.46
BRIGHT SGC 75.41 -24.501
BRIGHT SGC 75.234 -24.501
BRIGHT SGC 75.146 -24.501
BRIGHT SGC 74.971 -24.501
BRIGHT SGC 74.751 -24.46
BRIGHT SGC 74.575 -24.46
BRIGHT SGC 74.487 -24.542
BRIGHT SGC 74.399 -24.624
BRIGHT SGC 74.355 -24.665
BRIGHT SGC 74.224 -24.706
BRIGHT SGC 74.136 -24.789
BRIGHT SGC 74.048 -24.789
BRIGHT SGC 74.004 -24.83
BRIGHT SGC 73.828 -24.912
BRIGHT SGC 73.74 -24.912
BRIGHT SGC 73.608 -24.953
BRIGHT SGC 73.521 -24.953
BRIGHT SGC 73.433 -24.953
BRIGHT SGC 73.257 -24.953
BRIGHT SGC 73.169 -24.953
BRIGHT SGC 72.993 -24.953
BRIGHT SGC 72.861 -24.912
BRIGHT SGC 72.729 -24.871
BRIGHT SGC 72.554 -24.871
BRIGHT SGC 72.422 -24.912
BRIGHT SGC 72.378 -24.953
BRIGHT SGC 72.246 -24.994
BRIGHT SGC 72.202 -25.035
BRIGHT SGC 72.07 -25.077
BRIGHT SGC 71.982 -25.077
BRIGHT SGC 71.851 -25.118
BRIGHT SGC 71.763 -25.118
BRIGHT SGC 71.675 -25.118
BRIGHT SGC 71.499 -25.118
BRIGHT SGC 71.411 -25.118
BRIGHT SGC 71.323 -25.118
BRIGHT SGC 71.191 -25.077
BRIGHT SGC 71.06 -25.035
BRIGHT SGC 70.928 -24.994
BRIGHT SGC 70.796 -24.953
BRIGHT SGC 70.62 -24.871
BRIGHT SGC 70.4 -24.665
BRIGHT SGC 70.181 -24.46
BRIGHT SGC 69.741 -23.969
BRIGHT SGC 69.609 -23.929
BRIGHT SGC 69.521 -23.847
BRIGHT SGC 69.434 -23.847
BRIGHT SGC 69.214 -23.725
BRIGHT SGC 69.17 -23.766
BRIGHT SGC 69.082 -23.766
BRIGHT SGC 69.038 -23.806
BRIGHT SGC 68.906 -23.847
BRIGHT SGC 68.818 -23.847
BRIGHT SGC 68.774 -23.888
BRIGHT SGC 68.687 -23.888
BRIGHT SGC 68.599 -23.888
BRIGHT SGC 68.511 -23.888
BRIGHT SGC 68.423 -23.888
BRIGHT SGC 68.335 -23.888
BRIGHT SGC 68.247 -23.888
BRIGHT SGC 68.115 -23.847
BRIGHT SGC 68.071 -23.888
BRIGHT SGC 67.983 -23.969
BRIGHT SGC 67.939 -24.01
BRIGHT SGC 67.852 -24.092
BRIGHT SGC 67.808 -24.133
BRIGHT SGC 67.72 -24.215
BRIGHT SGC 67.676 -24.256
BRIGHT SGC 67.588 -24.337
BRIGHT SGC 67.544 -24.378
BRIGHT SGC 67.456 -24.378
BRIGHT SGC 67.368 -24.46
BRIGHT SGC 67.28 -24.46
BRIGHT SGC 67.236 -24.501
BRIGHT SGC 67.104 -24.542
BRIGHT SGC 67.061 -24.583
BRIGHT SGC 66.973 -24.583
BRIGHT SGC 66.929 -24.624
BRIGHT SGC 66.841 -24.624
BRIGHT SGC 66.709 -24.665
BRIGHT SGC 66.621 -24.665
BRIGHT SGC 66.533 -24.665
BRIGHT SGC 66.489 -24.706
BRIGHT SGC 66.401 -24.706
BRIGHT SGC 66.313 -24.706
BRIGHT SGC 66.182 -24.665
BRIGHT SGC 66.094 -24.665
BRIGHT SGC 66.006 -24.665
BRIGHT SGC 65.962 -24.624
BRIGHT SGC 65.874 -24.624
BRIGHT SGC 65.742 -24.583
BRIGHT SGC 65.698 -24.542
BRIGHT SGC 65.61 -24.542
BRIGHT SGC 65.522 -24.46
BRIGHT SGC 65.435 -24.46
BRIGHT SGC 65.347 -24.378
BRIGHT SGC 65.259 -24.296
BRIGHT SGC 65.171 -24.296
BRIGHT SGC 65.083 -24.296
BRIGHT SGC 64.995 -24.296
BRIGHT SGC 64.951 -24.337
BRIGHT SGC 64.863 -24.337
BRIGHT SGC 64.775 -24.337
BRIGHT SGC 64.688 -24.337
BRIGHT SGC 64.6 -24.337
BRIGHT SGC 64.468 -24.296
BRIGHT SGC 64.424 -24.337
BRIGHT SGC 64.336 -24.419
BRIGHT SGC 64.248 -24.501
BRIGHT SGC 64.16 -24.583
BRIGHT SGC 64.072 -24.665
BRIGHT SGC 64.028 -24.706
BRIGHT SGC 63.94 -24.789
BRIGHT SGC 63.853 -24.871
BRIGHT SGC 63.809 -24.912
BRIGHT SGC 63.677 -24.953
BRIGHT SGC 63.633 -24.994
BRIGHT SGC 63.501 -25.035
BRIGHT SGC 63.413 -25.035
BRIGHT SGC 63.369 -25.077
BRIGHT SGC 63.237 -25.118
BRIGHT SGC 63.149 -25.118
BRIGHT SGC 63.062 -25.118
BRIGHT SGC 63.018 -25.159
BRIGHT SGC 62.93 -25.159
BRIGHT SGC 62.842 -25.159
BRIGHT SGC 62.754 -25.159
BRIGHT SGC 62.622 -25.118
BRIGHT SGC 62.534 -25.118
BRIGHT SGC 62.446 -25.118
BRIGHT SGC 62.402 -25.077
BRIGHT SGC 62.314 -25.077
BRIGHT SGC 62.183 -25.035
BRIGHT SGC 62.139 -24.994
BRIGHT SGC 62.095 -24.953
BRIGHT SGC 62.007 -24.953
BRIGHT SGC 61.919 -24.871
BRIGHT SGC 61.831 -24.871
BRIGHT SGC 61.743 -24.789
BRIGHT SGC 61.699 -24.747
BRIGHT SGC 61.611 -24.665
BRIGHT SGC 61.523 -24.665
BRIGHT SGC 61.392 -24.624
BRIGHT SGC 61.304 -24.624
BRIGHT SGC 61.216 -24.624
BRIGHT SGC 61.128 -24.624
BRIGHT SGC 61.04 -24.624
BRIGHT SGC 60.952 -24.624
BRIGHT SGC 60.864 -24.624
BRIGHT SGC 60.776 -24.624
BRIGHT SGC 60.732 -24.583
BRIGHT SGC 60.645 -24.583
BRIGHT SGC 60.557 -24.583
BRIGHT SGC 60.513 -24.542
BRIGHT SGC 60.425 -24.542
BRIGHT SGC 60.337 -24.46
BRIGHT SGC 60.205 -24.501
BRIGHT SGC 60.073 -24.624
BRIGHT SGC 59.941 -24.747
BRIGHT SGC 59.897 -24.789
BRIGHT SGC 59.722 -24.871
BRIGHT SGC 59.59 -24.912
BRIGHT SGC 59.502 -24.994
BRIGHT SGC 59.37 -25.035
BRIGHT SGC 59.238 -25.077
BRIGHT SGC 59.15 -25.077
BRIGHT SGC 59.062 -25.077
BRIGHT SGC 58.931 -25.118
BRIGHT SGC 58.843 -25.118
BRIGHT SGC 58.755 -25.118
BRIGHT SGC 58.667 -25.118
BRIGHT SGC 58.579 -25.118
BRIGHT SGC 58.491 -25.118
BRIGHT SGC 58.359 -25.077
BRIGHT SGC 58.315 -25.035
BRIGHT SGC 58.228 -25.035
BRIGHT SGC 58.096 -24.994
BRIGHT SGC 58.052 -24.953
BRIGHT SGC 57.964 -24.953
BRIGHT SGC 57.876 -24.871
BRIGHT SGC 57.832 -24.83
BRIGHT SGC 57.656 -24.83
BRIGHT SGC 57.568 -24.83
BRIGHT SGC 57.48 -24.83
BRIGHT SGC 57.393 -24.83
BRIGHT SGC 57.217 -24.83
BRIGHT SGC 57.173 -24.789
BRIGHT SGC 57.085 -24.789
BRIGHT SGC 56.997 -24.789
BRIGHT SGC 56.865 -24.747
BRIGHT SGC 56.821 -24.706
BRIGHT SGC 56.689 -24.747
BRIGHT SGC 56.558 -24.789
BRIGHT SGC 56.338 -24.83
BRIGHT SGC 56.206 -24.871
BRIGHT SGC 56.118 -24.871
BRIGHT SGC 56.03 -24.871
BRIGHT SGC 55.854 -24.871
BRIGHT SGC 55.767 -24.871
BRIGHT SGC 55.679 -24.871
BRIGHT SGC 55.547 -24.83
BRIGHT SGC 55.459 -24.83
BRIGHT SGC 55.327 -24.789
BRIGHT SGC 55.283 -24.747
BRIGHT SGC 55.195 -24.747
BRIGHT SGC 55.107 -24.665
BRIGHT SGC 55.02 -24.665
BRIGHT SGC 54.844 -24.665
BRIGHT SGC 54.624 -24.789
BRIGHT SGC 54.36 -24.871
BRIGHT SGC 54.229 -24.912
BRIGHT SGC 54.009 -24.953
BRIGHT SGC 53.921 -24.953
BRIGHT SGC 53.745 -24.953
BRIGHT SGC 53.657 -24.953
BRIGHT SGC 53.569 -24.953
BRIGHT SGC 53.35 -24.912
BRIGHT SGC 53.306 -24.871
BRIGHT SGC 53.042 -24.953
BRIGHT SGC 52.778 -25.035
BRIGHT SGC 52.646 -25.077
BRIGHT SGC 52.471 -25.077
BRIGHT SGC 52.295 -25.077
BRIGHT SGC 52.119 -25.077
BRIGHT SGC 52.031 -25.077
BRIGHT SGC 51.855 -25.077
BRIGHT SGC 51.636 -25.118
BRIGHT SGC 51.46 -25.118
BRIGHT SGC 51.284 -25.118
BRIGHT SGC 51.196 -25.118
BRIGHT SGC 50.977 -25.077
BRIGHT SGC 50.845 -25.035
BRIGHT SGC 50.713 -24.994
BRIGHT SGC 50.537 -24.994
BRIGHT SGC 50.317 -25.035
BRIGHT SGC 50.142 -25.035
BRIGHT SGC 50.01 -24.994
BRIGHT SGC 49.834 -24.994
BRIGHT SGC 49.702 -24.953
BRIGHT SGC 49.57 -24.912
BRIGHT SGC 49.438 -24.871
BRIGHT SGC 49.307 -24.83
BRIGHT SGC 49.219 -24.747
BRIGHT SGC 49.131 -24.665
BRIGHT SGC 48.516 -24.912
BRIGHT SGC 48.164 -24.994
BRIGHT SGC 47.944 -25.035
BRIGHT SGC 47.681 -25.035
BRIGHT SGC 47.549 -24.994
BRIGHT SGC 47.329 -24.953
BRIGHT SGC 47.197 -24.912
BRIGHT SGC 46.978 -24.871
BRIGHT SGC 46.67 -24.912
BRIGHT SGC 46.406 -24.912
BRIGHT SGC 46.274 -24.871
BRIGHT SGC 46.055 -24.83
BRIGHT SGC 45.923 -24.789
BRIGHT SGC 45.747 -24.706
BRIGHT SGC 45.615 -24.665
BRIGHT SGC 45.483 -24.542
BRIGHT SGC 44.78 -24.706
BRIGHT SGC 44.165 -24.789
BRIGHT SGC 43.066 -24.665
BRIGHT SGC 41.484 -24.419
BRIGHT SGC 41.309 -24.583
BRIGHT SGC 41.089 -24.789
BRIGHT SGC 40.825 -24.953
BRIGHT SGC 40.342 -25.077
BRIGHT SGC 39.771 -25.118
BRIGHT SGC 38.496 -24.83
BRIGHT SGC 38.101 -24.953
BRIGHT SGC 37.529 -24.994
BRIGHT SGC 36.079 -24.542
BRIGHT SGC 35.112 -24.378
BRIGHT SGC 34.805 -24.501
BRIGHT SGC 34.409 -24.624
BRIGHT SGC 33.97 -24.624
BRIGHT SGC 31.729 -23.684
BRIGHT SGC 31.509 -23.888
BRIGHT SGC 31.333 -24.051
BRIGHT SGC 31.157 -24.215
BRIGHT SGC 30.894 -24.378
BRIGHT SGC 30.674 -24.501
BRIGHT SGC 30.322 -24.583
BRIGHT SGC 29.927 -24.624
BRIGHT SGC 29.18 -24.419
BRIGHT SGC 28.257 -24.133
BRIGHT SGC 28.081 -24.296
BRIGHT SGC 27.861 -24.419
BRIGHT SGC 27.642 -24.624
BRIGHT SGC 27.422 -24.747
BRIGHT SGC 27.202 -24.871
BRIGHT SGC 26.938 -24.953
BRIGHT SGC 26.587 -25.035
BRIGHT SGC 26.235 -25.035
BRIGHT SGC 25.62 -24.871
BRIGHT SGC 24.609 -24.419
BRIGHT SGC 24.39 -24.542
BRIGHT SGC 24.17 -24.665
BRIGHT SGC 23.906 -24.747
BRIGHT SGC 23.643 -24.83
BRIGHT SGC 23.291 -24.83
BRIGHT SGC 22.852 -24.747
BRIGHT SGC 21.05 -23.481
BRIGHT SGC 20.742 -23.521
BRIGHT SGC 20.522 -23.562
BRIGHT SGC 20.127 -23.684
BRIGHT SGC 19.951 -23.847
BRIGHT SGC 19.819 -23.969
BRIGHT SGC 19.6 -24.092
BRIGHT SGC 19.468 -24.133
BRIGHT SGC 19.336 -24.174
BRIGHT SGC 18.984 -24.256
BRIGHT SGC 18.721 -24.419
BRIGHT SGC 18.589 -24.542
BRIGHT SGC 18.413 -24.624
BRIGHT SGC 18.237 -24.706
BRIGHT SGC 18.105 -24.747
BRIGHT SGC 17.798 -24.789
BRIGHT SGC 17.534 -24.789
BRIGHT SGC 17.227 -24.747
BRIGHT SGC 16.831 -24.624
BRIGHT SGC 15.425 -23.562
BRIGHT SGC 15.293 -23.684
BRIGHT SGC 15.161 -23.806
BRIGHT SGC 15.029 -23.929
BRIGHT SGC 14.897 -24.133
BRIGHT SGC 14.766 -24.256
BRIGHT SGC 14.59 -24.419
BRIGHT SGC 14.458 -24.542
BRIGHT SGC 14.414 -24.583
BRIGHT SGC 14.15 -24.747
BRIGHT SGC 14.106 -24.789
BRIGHT SGC 13.799 -24.912
BRIGHT SGC 13.667 -24.953
BRIGHT SGC 13.447 -24.994
BRIGHT SGC 13.228 -25.035
BRIGHT SGC 13.008 -24.994
BRIGHT SGC 12.7 -24.953
BRIGHT SGC 12.393 -24.912
BRIGHT SGC 12.261 -24.953
BRIGHT SGC 11.997 -25.035
BRIGHT SGC 11.777 -25.077
BRIGHT SGC 11.602 -25.077
BRIGHT SGC 11.382 -25.035
BRIGHT SGC 11.074 -24.994
BRIGHT SGC 10.767 -24.871
BRIGHT SGC 10.503 -24.706
BRIGHT SGC 10.195 -24.665
BRIGHT SGC 10.02 -24.747
BRIGHT SGC 9.888 -24.789
BRIGHT SGC 9.668 -24.83
BRIGHT SGC 9.448 -24.871
BRIGHT SGC 9.272 -24.871
BRIGHT SGC 8.965 -24.83
BRIGHT SGC 8.745 -24.789
BRIGHT SGC 8.525 -24.665
BRIGHT SGC 8.218 -24.46
BRIGHT SGC 7.954 -24.46
BRIGHT SGC 7.734 -24.419
BRIGHT SGC 7.515 -24.378
BRIGHT SGC 7.295 -24.256
BRIGHT SGC 6.987 -24.133
BRIGHT SGC 6.636 -23.969
BRIGHT SGC 6.592 -24.01
BRIGHT SGC 6.328 -24.092
BRIGHT SGC 6.196 -24.133
BRIGHT SGC 5.977 -24.174
BRIGHT SGC 5.889 -24.174
BRIGHT SGC 5.625 -24.174
BRIGHT SGC 5.493 -24.133
BRIGHT SGC 5.273 -24.092
BRIGHT SGC 5.054 -24.051
BRIGHT SGC 4.878 -24.051
BRIGHT SGC 4.658 -24.092
BRIGHT SGC 4.482 -24.092
BRIGHT SGC 4.307 -24.092
BRIGHT SGC 4.087 -24.051
BRIGHT SGC 3.867 -24.01
BRIGHT SGC 3.691 -24.01
BRIGHT SGC 3.472 -24.133
BRIGHT SGC 3.34 -24.174
BRIGHT SGC 3.208 -24.215
BRIGHT SGC 3.076 -24.256
BRIGHT SGC 2.769 -24.296
BRIGHT SGC 2.681 -24.296
BRIGHT SGC 2.549 -24.256
BRIGHT SGC 2.373 -24.256
BRIGHT SGC 2.153 -24.215
BRIGHT SGC 1.846 -24.256
BRIGHT SGC 1.758 -24.337
BRIGHT SGC 1.582 -24.419
BRIGHT SGC 1.45 -24.46
BRIGHT SGC 1.318 -24.501
BRIGHT SGC 1.099 -24.542
BRIGHT SGC 0.923 -24.542
BRIGHT SGC 0.747 -24.542
BRIGHT SGC 0.615 -24.501
BRIGHT SGC 0.439 -24.501
BRIGHT SGC 0.176 -24.419
BRIGHT SGC -0.088 -24.501
BRIGHT SGC -0.132 -24.542
BRIGHT SGC -0.396 -24.624
BRIGHT SGC -0.527 -24.665
BRIGHT SGC -0.615 -24.665
BRIGHT SGC -0.835 -24.706
BRIGHT SGC -0.967 -24.665
BRIGHT SGC -1.143 -24.665
BRIGHT SGC -1.362 -24.624
BRIGHT SGC -1.582 -24.583
BRIGHT SGC -1.758 -24.501
BRIGHT SGC -1.89 -24.378
BRIGHT SGC -2.065 -24.296
BRIGHT SGC -2.329 -24.378
BRIGHT SGC -2.461 -24.419
BRIGHT SGC -2.593 -24.46
BRIGHT SGC -2.813 -24.501
BRIGHT SGC -2.988 -24.501
BRIGHT SGC -3.252 -24.501
BRIGHT SGC -3.34 -24.501
BRIGHT SGC -3.56 -24.46
BRIGHT SGC -3.691 -24.419
BRIGHT SGC -3.867 -24.337
BRIGHT SGC -4.131 -24.419
BRIGHT SGC -4.307 -24.583
BRIGHT SGC -4.482 -24.747
BRIGHT SGC -4.658 -24.83
BRIGHT SGC -4.834 -24.912
BRIGHT SGC -4.966 -24.953
BRIGHT SGC -5.186 -24.994
BRIGHT SGC -5.361 -24.994
BRIGHT SGC -5.537 -24.994
BRIGHT SGC -5.713 -24.994
BRIGHT SGC -5.801 -24.994
BRIGHT SGC -6.064 -24.912
BRIGHT SGC -6.196 -24.871
BRIGHT SGC -6.372 -24.789
