# %ECSV 1.0
# ---
# datatype:
# - {name: PROGRAM, datatype: string}
# - {name: CAP, datatype: string}
# - {name: RA, datatype: float64}
# - {name: DEC, datatype: float64}
# meta: !!omap
# - {CREADATE: '2024-08-14T14:04:13-07:00'}
# - {VERSION: v20240814}
# - {DESIFN: /global/cfs/cdirs/desi/survey/ops/surveyops/trunk/ops/tiles-main.ecsv}
# - {DESI1BFN: /global/cfs/cdirs/desi/users/raichoor/desi1b/tiles-add-dr11-20240520.ecsv}
# - {PROGRAMS: 'BRIGHT,DARK'}
# - {NPASSES: '6,9'}
# schema: astropy-2.0
PROGRAM CAP RA DEC
DARK SGC 14.59 -24.419
DARK SGC 14.414 -24.583
DARK SGC 14.238 -24.665
DARK SGC 14.106 -24.789
DARK SGC 13.931 -24.871
DARK SGC 13.799 -24.912
DARK SGC 13.667 -24.953
DARK SGC 13.447 -24.994
DARK SGC 13.228 -25.035
DARK SGC 12.92 -24.994
DARK SGC 12.612 -24.953
DARK SGC 12.393 -24.912
DARK SGC 12.129 -24.994
DARK SGC 11.997 -25.035
DARK SGC 11.777 -25.077
DARK SGC 11.514 -25.077
DARK SGC 11.294 -25.035
DARK SGC 11.03 -24.953
DARK SGC 10.723 -24.83
DARK SGC 10.195 -24.665
DARK SGC 10.063 -24.706
DARK SGC 10.02 -24.747
DARK SGC 9.756 -24.83
DARK SGC 9.58 -24.83
DARK SGC 9.36 -24.871
DARK SGC 9.185 -24.871
DARK SGC 8.965 -24.83
DARK SGC 8.701 -24.747
DARK SGC 8.394 -24.624
DARK SGC 8.13 -24.46
DARK SGC 7.866 -24.46
DARK SGC 7.646 -24.419
DARK SGC 7.471 -24.337
DARK SGC 7.207 -24.256
DARK SGC 6.943 -24.092
DARK SGC 6.592 -24.01
DARK SGC 6.46 -24.051
DARK SGC 6.328 -24.092
DARK SGC 6.108 -24.133
DARK SGC 5.977 -24.174
DARK SGC 5.801 -24.174
DARK SGC 5.625 -24.174
DARK SGC 5.405 -24.133
DARK SGC 5.186 -24.092
DARK SGC 4.878 -24.051
DARK SGC 4.658 -24.092
DARK SGC 4.57 -24.092
DARK SGC 4.395 -24.092
DARK SGC 4.219 -24.092
DARK SGC 3.999 -24.051
DARK SGC 3.867 -24.01
DARK SGC 3.56 -24.051
DARK SGC 3.472 -24.133
DARK SGC 3.208 -24.215
DARK SGC 3.076 -24.256
DARK SGC 2.988 -24.256
DARK SGC 2.769 -24.296
DARK SGC 2.637 -24.256
DARK SGC 2.461 -24.256
DARK SGC 2.241 -24.215
DARK SGC 2.021 -24.174
DARK SGC 1.802 -24.296
DARK SGC 1.626 -24.378
DARK SGC 1.45 -24.46
DARK SGC 1.318 -24.501
DARK SGC 1.099 -24.542
DARK SGC 1.011 -24.542
DARK SGC 0.835 -24.542
DARK SGC 0.659 -24.542
DARK SGC 0.527 -24.501
DARK SGC 0.308 -24.46
DARK SGC 0.088 -24.419
DARK SGC -0.132 -24.542
DARK SGC -0.264 -24.583
DARK SGC -0.396 -24.624
DARK SGC -0.527 -24.665
DARK SGC -0.835 -24.706
DARK SGC -0.923 -24.706
DARK SGC -1.055 -24.665
DARK SGC -1.23 -24.665
DARK SGC -1.45 -24.624
DARK SGC -1.626 -24.542
DARK SGC -1.802 -24.46
DARK SGC -2.021 -24.337
DARK SGC -2.285 -24.337
DARK SGC -2.461 -24.419
DARK SGC -2.593 -24.46
DARK SGC -2.813 -24.501
DARK SGC -2.9 -24.501
DARK SGC -3.076 -24.501
DARK SGC -3.34 -24.501
DARK SGC -3.472 -24.46
DARK SGC -3.56 -24.46
DARK SGC -3.735 -24.378
DARK SGC -3.999 -24.296
DARK SGC -4.219 -24.501
DARK SGC -4.395 -24.665
DARK SGC -4.526 -24.789
DARK SGC -4.702 -24.871
DARK SGC -4.922 -24.912
DARK SGC -5.098 -24.994
DARK SGC -5.273 -24.994
DARK SGC -5.449 -24.994
DARK SGC -5.625 -24.994
DARK SGC -5.801 -24.994
DARK SGC -5.933 -24.953
DARK SGC -6.064 -24.912
DARK SGC -6.24 -24.83
DARK SGC -6.416 -24.747
DARK SGC -6.724 -24.706
DARK SGC -6.855 -24.747
DARK SGC -7.075 -24.789
DARK SGC -7.207 -24.83
DARK SGC -7.427 -24.953
DARK SGC -7.69 -25.035
DARK SGC -7.822 -25.077
DARK SGC -8.042 -25.118
DARK SGC -8.218 -25.118
DARK SGC -8.394 -25.118
DARK SGC -8.569 -25.118
DARK SGC -8.789 -25.077
DARK SGC -8.921 -25.035
DARK SGC -9.097 -24.953
DARK SGC -9.272 -24.871
DARK SGC -9.36 -24.789
DARK SGC -9.492 -24.665
DARK SGC -9.624 -24.542
DARK SGC -9.8 -24.378
DARK SGC -9.976 -24.296
DARK SGC -10.195 -24.174
DARK SGC -10.459 -24.256
DARK SGC -10.723 -24.501
DARK SGC -10.986 -24.747
DARK SGC -11.25 -24.912
DARK SGC -11.47 -25.035
DARK SGC -11.689 -25.077
DARK SGC -11.909 -25.118
DARK SGC -12.085 -25.118
DARK SGC -12.261 -25.118
DARK SGC -12.48 -25.077
DARK SGC -12.568 -25.077
DARK SGC -12.832 -24.994
DARK SGC -12.876 -24.953
DARK SGC -13.184 -24.912
DARK SGC -13.447 -24.994
DARK SGC -13.667 -25.035
DARK SGC -13.843 -25.035
DARK SGC -14.106 -25.035
DARK SGC -14.194 -25.035
DARK SGC -14.414 -24.994
DARK SGC -14.546 -24.953
DARK SGC -14.897 -24.953
DARK SGC -15.161 -25.035
DARK SGC -15.425 -25.118
DARK SGC -15.601 -25.118
DARK SGC -15.776 -25.118
DARK SGC -15.996 -25.077
DARK SGC -16.216 -25.035
DARK SGC -16.392 -24.953
DARK SGC -16.567 -24.871
DARK SGC -16.611 -24.83
DARK SGC -16.875 -24.665
DARK SGC -17.139 -24.747
DARK SGC -17.446 -24.789
DARK SGC -17.622 -24.789
DARK SGC -17.842 -24.747
DARK SGC -18.062 -24.706
DARK SGC -18.193 -24.665
DARK SGC -18.369 -24.583
DARK SGC -18.545 -24.501
DARK SGC -18.633 -24.419
DARK SGC -19.028 -24.378
DARK SGC -19.248 -24.419
DARK SGC -19.424 -24.419
DARK SGC -19.644 -24.378
DARK SGC -20.039 -24.419
DARK SGC -20.435 -24.624
DARK SGC -20.698 -24.706
DARK SGC -21.006 -24.747
DARK SGC -21.226 -24.789
DARK SGC -21.533 -24.747
DARK SGC -21.753 -24.706
DARK SGC -22.148 -24.912
DARK SGC -22.5 -24.994
DARK SGC -22.808 -25.035
DARK SGC -23.027 -24.994
DARK SGC -23.335 -24.953
DARK SGC -23.467 -24.912
DARK SGC -23.599 -24.871
DARK SGC -23.95 -24.706
DARK SGC -24.302 -24.789
DARK SGC -24.609 -24.83
DARK SGC -24.961 -24.83
DARK SGC -25.093 -24.789
DARK SGC -25.356 -24.706
DARK SGC -25.972 -24.953
DARK SGC -26.323 -25.035
DARK SGC -26.587 -25.035
DARK SGC -26.807 -24.994
DARK SGC -27.026 -24.953
DARK SGC -27.334 -24.83
DARK SGC -27.422 -24.747
DARK SGC -27.861 -24.665
DARK SGC -28.257 -24.706
DARK SGC -28.608 -24.706
DARK SGC -28.872 -24.624
DARK SGC -29.048 -24.542
DARK SGC -29.268 -24.419
DARK SGC -29.707 -24.501
DARK SGC -30.103 -24.542
DARK SGC -30.41 -24.501
DARK SGC -30.674 -24.419
DARK SGC -30.894 -24.296
DARK SGC -31.113 -24.174
DARK SGC -32.388 -24.789
DARK SGC -32.827 -24.871
DARK SGC -33.267 -24.871
DARK SGC -33.53 -24.789
DARK SGC -34.146 -24.871
DARK SGC -34.761 -25.035
DARK SGC -35.2 -25.035
DARK SGC -35.552 -24.953
DARK SGC -35.815 -24.871
DARK SGC -36.079 -24.706
DARK SGC -36.255 -24.542
DARK SGC -36.431 -24.378
DARK SGC -36.606 -24.215
DARK SGC -36.958 -24.133
DARK SGC -37.266 -24.01
DARK SGC -38.496 -24.419
DARK SGC -38.892 -24.378
DARK SGC -39.814 -24.583
DARK SGC -40.342 -24.583
DARK SGC -41.089 -24.706
DARK SGC -41.704 -24.706
DARK SGC -43.022 -25.118
DARK SGC -43.594 -25.077
DARK SGC -43.989 -24.953
DARK SGC -44.253 -24.789
DARK SGC -45.0 -24.83
DARK SGC -45.571 -24.789
DARK SGC -46.67 -24.994
DARK SGC -47.241 -24.953
DARK SGC -48.076 -24.994
DARK SGC -48.691 -24.912
DARK SGC -49.043 -24.747
DARK SGC -49.702 -24.706
DARK SGC -51.548 -25.118
DARK SGC -51.987 -24.953
DARK SGC -52.339 -24.789
DARK SGC -52.559 -24.583
DARK SGC -54.756 -24.994
DARK SGC -55.371 -24.912
DARK SGC -55.767 -24.706
DARK SGC -56.118 -24.46
DARK SGC -58.228 -24.789
DARK SGC -58.755 -24.624
DARK SGC -59.062 -24.419
DARK SGC -59.37 -24.133
DARK SGC -62.842 -24.747
DARK SGC -63.325 -24.542
DARK SGC -63.677 -24.296
DARK SGC -63.984 -24.01
DARK SGC -64.116 -23.806
DARK SGC -64.204 -23.562
DARK SGC -64.248 -23.359
DARK SGC -64.248 -23.034
DARK SGC -64.204 -22.67
DARK SGC -63.984 -22.306
DARK SGC -63.633 -21.904
DARK SGC -63.413 -21.302
DARK SGC -63.457 -21.182
DARK SGC -63.501 -20.822
DARK SGC -63.457 -20.543
DARK SGC -63.369 -20.145
DARK SGC -63.149 -19.788
DARK SGC -62.71 -19.392
DARK SGC -60.513 -18.524
DARK SGC -60.425 -18.053
DARK SGC -60.469 -17.857
DARK SGC -60.469 -17.622
DARK SGC -60.425 -17.27
DARK SGC -60.293 -16.919
DARK SGC -59.985 -16.568
DARK SGC -59.766 -16.141
DARK SGC -59.722 -15.869
DARK SGC -59.59 -15.52
DARK SGC -59.37 -15.172
DARK SGC -58.799 -14.747
DARK SGC -58.535 -14.362
DARK SGC -58.315 -14.016
DARK SGC -58.184 -13.593
DARK SGC -58.184 -13.363
DARK SGC -58.14 -13.018
DARK SGC -58.008 -12.75
DARK SGC -57.788 -12.33
DARK SGC -57.656 -12.063
DARK SGC -57.656 -11.758
DARK SGC -57.656 -11.453
DARK SGC -57.568 -11.149
DARK SGC -57.437 -10.807
DARK SGC -57.612 -10.276
DARK SGC -57.7 -9.973
DARK SGC -57.744 -9.783
DARK SGC -57.744 -9.632
DARK SGC -57.7 -9.367
DARK SGC -57.612 -8.989
DARK SGC -57.48 -8.725
DARK SGC -57.393 -8.423
DARK SGC -57.393 -8.122
DARK SGC -57.393 -7.82
DARK SGC -57.305 -7.519
DARK SGC -57.085 -7.181
DARK SGC -56.777 -6.843
DARK SGC -56.074 -6.467
DARK SGC -55.415 -6.054
DARK SGC -55.415 -5.754
DARK SGC -55.415 -5.529
DARK SGC -55.327 -5.23
DARK SGC -55.151 -4.93
DARK SGC -54.932 -4.593
DARK SGC -54.712 -4.256
DARK SGC -54.404 -3.995
DARK SGC -52.646 -3.471
DARK SGC -52.69 -3.21
DARK SGC -52.69 -2.986
DARK SGC -52.646 -2.724
DARK SGC -52.515 -2.388
DARK SGC -52.603 -1.94
DARK SGC -52.646 -1.828
DARK SGC -52.69 -1.567
DARK SGC -52.69 -1.343
DARK SGC -52.646 -1.007
DARK SGC -52.559 -0.783
DARK SGC -52.383 -0.485
DARK SGC -52.163 -0.224
DARK SGC -52.251 0.224
DARK SGC -52.427 0.522
DARK SGC -52.515 0.746
DARK SGC -52.559 0.933
DARK SGC -52.559 1.156
DARK SGC -52.559 1.455
DARK SGC -52.471 1.679
DARK SGC -52.383 1.977
DARK SGC -52.163 2.239
DARK SGC -52.075 2.687
DARK SGC -52.119 3.023
DARK SGC -52.119 3.172
DARK SGC -52.075 3.434
DARK SGC -52.031 3.621
DARK SGC -51.899 3.882
DARK SGC -51.724 4.107
DARK SGC -51.416 4.369
DARK SGC -51.021 4.63
DARK SGC -50.098 4.892
DARK SGC -49.922 5.117
DARK SGC -49.79 5.604
DARK SGC -49.834 5.792
DARK SGC -49.79 6.054
DARK SGC -49.746 6.242
DARK SGC -49.614 6.505
DARK SGC -49.482 6.692
DARK SGC -49.219 6.918
DARK SGC -49.175 7.406
DARK SGC -49.175 7.557
DARK SGC -49.087 7.858
DARK SGC -48.999 8.009
DARK SGC -48.867 8.197
DARK SGC -48.691 8.423
DARK SGC -48.34 8.65
DARK SGC -47.813 8.876
DARK SGC -47.417 9.14
DARK SGC -47.285 9.405
DARK SGC -47.109 9.708
DARK SGC -47.109 10.01
DARK SGC -47.153 10.276
DARK SGC -47.153 10.503
DARK SGC -47.153 10.579
DARK SGC -47.065 10.883
DARK SGC -46.978 11.035
DARK SGC -46.846 11.301
DARK SGC -46.626 11.491
DARK SGC -46.362 11.72
DARK SGC -45.967 11.91
DARK SGC -45.352 12.063
DARK SGC -45.22 12.254
DARK SGC -45.176 12.674
DARK SGC -45.22 12.942
DARK SGC -45.22 13.171
DARK SGC -45.22 13.325
DARK SGC -45.176 13.516
DARK SGC -45.088 13.747
DARK SGC -44.912 13.977
DARK SGC -44.78 14.17
DARK SGC -44.561 14.362
DARK SGC -44.253 14.555
DARK SGC -43.813 14.709
DARK SGC -43.506 14.902
DARK SGC -43.374 15.095
DARK SGC -43.154 15.288
DARK SGC -43.022 15.559
DARK SGC -42.935 15.791
DARK SGC -42.847 15.946
DARK SGC -42.715 16.141
DARK SGC -42.583 16.568
DARK SGC -42.583 16.802
DARK SGC -42.539 16.919
DARK SGC -42.451 17.153
DARK SGC -42.363 17.309
DARK SGC -42.231 17.505
DARK SGC -42.012 17.7
DARK SGC -41.792 17.896
DARK SGC -41.484 18.014
DARK SGC -41.089 18.131
DARK SGC -40.43 18.328
DARK SGC -40.386 18.603
DARK SGC -40.342 18.721
DARK SGC -40.298 18.839
DARK SGC -40.078 19.195
DARK SGC -39.99 19.274
DARK SGC -39.814 19.432
DARK SGC -39.639 19.59
DARK SGC -39.287 19.748
DARK SGC -38.936 19.828
DARK SGC -38.716 20.185
DARK SGC -38.716 20.424
DARK SGC -38.672 20.623
DARK SGC -38.628 20.822
DARK SGC -38.584 20.942
DARK SGC -38.452 21.142
DARK SGC -38.32 21.342
DARK SGC -38.101 21.622
DARK SGC -38.013 21.863
DARK SGC -37.969 21.904
DARK SGC -37.837 22.105
DARK SGC -37.617 22.306
DARK SGC -37.441 22.468
DARK SGC -37.222 22.589
DARK SGC -36.87 22.67
DARK SGC -36.519 22.75
DARK SGC -36.299 23.034
DARK SGC -36.211 23.196
DARK SGC -36.079 23.318
DARK SGC -35.903 23.481
DARK SGC -35.684 23.847
DARK SGC -35.64 23.888
DARK SGC -35.464 24.051
DARK SGC -35.288 24.215
DARK SGC -35.112 24.378
DARK SGC -34.849 24.46
DARK SGC -34.541 24.583
DARK SGC -34.233 24.624
DARK SGC -34.014 24.747
DARK SGC -33.838 24.912
DARK SGC -33.574 25.241
DARK SGC -33.53 25.283
DARK SGC -33.354 25.448
DARK SGC -33.179 25.613
DARK SGC -33.047 25.903
DARK SGC -32.915 26.111
DARK SGC -32.827 26.194
DARK SGC -32.695 26.318
DARK SGC -32.52 26.485
DARK SGC -32.344 26.819
DARK SGC -32.3 27.028
DARK SGC -32.168 27.322
DARK SGC -32.124 27.364
DARK SGC -31.992 27.49
DARK SGC -31.816 27.658
DARK SGC -31.641 27.827
DARK SGC -31.421 27.953
DARK SGC -31.201 28.08
DARK SGC -30.894 28.122
DARK SGC -30.586 28.165
DARK SGC -30.103 28.122
DARK SGC -29.707 28.08
DARK SGC -29.531 28.419
DARK SGC -29.531 28.759
DARK SGC -29.487 28.972
DARK SGC -29.399 29.228
DARK SGC -29.268 29.442
DARK SGC -29.18 29.613
DARK SGC -29.004 29.785
DARK SGC -28.916 29.871
DARK SGC -28.652 30.043
DARK SGC -28.477 30.129
DARK SGC -28.213 30.216
DARK SGC -27.993 30.259
DARK SGC -27.642 30.259
DARK SGC -27.29 30.259
DARK SGC -26.763 30.086
DARK SGC -26.499 30.086
DARK SGC -26.104 30.302
DARK SGC -26.06 30.518
DARK SGC -25.884 30.692
DARK SGC -25.752 30.909
DARK SGC -25.576 31.083
DARK SGC -25.532 31.126
DARK SGC -25.312 31.257
DARK SGC -25.137 31.344
DARK SGC -24.785 31.607
DARK SGC -24.609 31.695
DARK SGC -24.565 31.738
DARK SGC -24.302 31.826
DARK SGC -23.994 32.046
DARK SGC -23.862 32.266
DARK SGC -23.687 32.443
DARK SGC -23.511 32.62
DARK SGC -23.467 32.664
DARK SGC -23.247 32.797
DARK SGC -23.071 32.886
DARK SGC -22.676 33.108
DARK SGC -22.544 33.242
DARK SGC -22.368 33.331
DARK SGC -22.236 33.376
DARK SGC -21.973 33.465
DARK SGC -21.753 33.51
DARK SGC -21.401 33.51
DARK SGC -21.138 33.51
DARK SGC -20.786 33.421
DARK SGC -20.347 33.6
DARK SGC -20.215 33.734
DARK SGC -20.039 33.914
DARK SGC -19.863 34.094
DARK SGC -19.731 34.229
DARK SGC -19.556 34.319
DARK SGC -19.38 34.41
DARK SGC -19.116 34.5
DARK SGC -18.896 34.545
DARK SGC -18.633 34.545
DARK SGC -18.281 34.545
DARK SGC -17.974 34.5
DARK SGC -17.71 34.41
DARK SGC -17.271 34.139
DARK SGC -16.875 34.004
DARK SGC -16.611 33.914
DARK SGC -16.216 33.689
DARK SGC -15.864 33.6
DARK SGC -15.513 33.779
DARK SGC -15.381 33.824
DARK SGC -15.117 33.914
DARK SGC -15.029 33.914
DARK SGC -14.722 33.959
DARK SGC -14.458 33.959
DARK SGC -14.238 33.914
DARK SGC -13.887 33.824
DARK SGC -13.579 33.689
DARK SGC -13.315 33.51
DARK SGC -13.008 33.644
DARK SGC -12.7 33.779
DARK SGC -12.568 33.824
DARK SGC -12.305 33.914
DARK SGC -12.217 33.914
DARK SGC -11.997 33.959
DARK SGC -11.733 33.959
DARK SGC -11.382 34.049
DARK SGC -11.162 34.094
DARK SGC -10.986 34.094
DARK SGC -10.767 34.139
DARK SGC -10.547 34.094
DARK SGC -10.239 34.049
DARK SGC -9.976 34.049
DARK SGC -9.712 34.139
DARK SGC -9.58 34.184
DARK SGC -9.36 34.229
DARK SGC -9.097 34.229
DARK SGC -8.833 34.229
DARK SGC -8.613 34.184
DARK SGC -8.394 34.139
DARK SGC -8.042 34.229
DARK SGC -7.778 34.319
DARK SGC -7.559 34.364
DARK SGC -7.471 34.364
DARK SGC -7.207 34.364
DARK SGC -7.031 34.364
DARK SGC -6.768 34.364
DARK SGC -6.548 34.319
DARK SGC -6.284 34.229
DARK SGC -6.021 34.049
DARK SGC -5.669 34.049
DARK SGC -5.537 34.094
DARK SGC -5.317 34.139
DARK SGC -5.098 34.184
DARK SGC -4.834 34.184
DARK SGC -4.658 34.184
DARK SGC -4.351 34.139
DARK SGC -4.175 34.049
DARK SGC -3.911 33.959
DARK SGC -3.691 33.824
DARK SGC -3.472 33.689
DARK SGC -3.076 33.465
